Gender,Weight,DesiredWeight,Class,BornInTN,Greek,UTFirstChoice,Churchgoer,ParentsMarried,GPA,SittingLocation,WeeklyHoursStudied,Scholarship,FacebookFriends,AgeFirstKiss,CarYear,DaysPerWeekAlcohol,NumDrinksParty,CellProvider,FreqDroppedCalls,MarriedAt,KidsBy,Computer,FastestDrivingSpeed,BusinessMajor,Major,TxtsPerDay,FootballGames,HoursWorkOut,MilesToSchool,MoneyInBank,MoneyOnHaircut,PercentTuitionYouPay,SongsDownloaded,ParentCollegeGraduate,HoursSleepPerNight,Last2DigitsPhone,NumClassesMissed,BooksReadThisYear,UseChopsticks,YourAttractiveness,Obama,HoursWorkedPerWeek,MoviesInTheater,KnowSomeoneH1N1,ReadBeacon
Male,160,175,Junior,Yes,No,Yes,Yes,Yes,2.1,Middle,8,No,328,17,1994,1,7,Sprint,Rarely,25,28,Windows,120,No,NonBusiness,20,8,8,0,-999,10,0,0,Yes,8,37,7,4,Yes,3,No,0,12,Yes,Yes
Male,185,185,Sophmore,No,No,Yes,Yes,Yes,3.6,Middle,7,Yes,500,17,2004,NA,NA,ATT,Rarely,24,29,Windows,100,Yes,NonBusiness,100,8,30,2,-999,12,0,75,Yes,8,8,0,1,No,5,No,0,2,Yes,No
Female,150,130,Senior,Yes,No,Yes,No,No,2.6,Front,4,No,200,14,2007,5,4,ATT,Rarely,30,32,Mac,100,No,NonBusiness,5,3,4,20,700,150,100,0,No,8,34,7,2,Yes,4,No,30,10,Yes,No
Male,165,175,Junior,No,No,No,No,No,2.8,Back,2,Yes,897,15,1998,0,5,Sprint,Rarely,25,28,Windows,100,Yes,Business,50,0,5,1,104,0,100,40,Yes,6,44,6,0,No,5,NotVote,20,3,No,No
Female,140,130,Junior,No,No,Yes,No,Yes,2.75,Front,3,Yes,200,15,1999,2,4,Verizon,Rarely,27,29,Mac,90,No,NonBusiness,50,8,5,6,26,50,33,0,Yes,6,35,4,20,No,3,No,20,10,Yes,No
Female,165,150,Sophmore,No,Yes,Yes,No,No,2.73,Front,10,No,300,15,1996,2,5,ATT,Rarely,27,30,Windows,95,Yes,NonBusiness,150,5,3,0,230,60,0,4,Yes,5,91,5,2,Yes,3,No,5,5,No,No
Male,145,150,Sophmore,No,No,No,No,Yes,2.8,Front,10,Yes,244,16,2008,2,8,Verizon,Rarely,26,29,Windows,100,Yes,NonBusiness,5,7,7,0,700,10,0,10,Yes,8,41,2,2,No,4,No,0,12,Yes,Yes
Female,145,130,Sophmore,No,No,No,Yes,Yes,3.74,Middle,2,No,402,16,2008,1,1,ATT,Rarely,28,29,Windows,90,No,NonBusiness,30,8,1,0,-999,40,0,12,Yes,8,4,0,3,Yes,3,No,6,30,Yes,No
Female,170,145,Junior,No,No,No,No,No,3.3,Varies,4,Yes,206,18,2001,1,10,Verizon,Often,25,22,Windows,105,Yes,NonBusiness,200,5,15,10,999,6,0,8,Yes,6,13,10,3,Yes,4,NotVote,0,8,No,Yes
Female,120,107,Sophmore,No,No,Yes,No,Yes,4,Back,3,Yes,815,16,2006,1,4,Verizon,Rarely,23,27,Windows,88,No,NonBusiness,30,11,7,0,4619,40,0,0,Yes,7,82,0,1,Yes,4,No,0,10,Yes,Yes
Female,96,110,Sophmore,No,No,No,No,No,3.08,Front,3,Yes,374,15,2006,3,4,ATT,Rarely,25,28,Windows,110,No,NonBusiness,300,8,0,0,-999,25,30,20,No,7,41,10,0,No,3,Yes,12,10,No,No
Female,115,100,Junior,Yes,No,No,No,No,3.58,Front,5,Yes,356,14,2007,NA,NA,Verizon,Rarely,25,2,Windows,105,No,NonBusiness,200,5,2,0,800,40,0,0,No,7,80,2,0,No,3,NotVote,0,5,Yes,No
Male,194,175,Junior,Yes,No,No,No,Yes,2.9,Back,15,Yes,107,15,2006,NA,NA,Verizon,Rarely,30,NA,Windows,92,No,NonBusiness,-1,2,2,0,700,20,50,20,Yes,8,85,2,6,Yes,3,Yes,0,2,No,No
Male,155,155,Sophmore,No,Yes,No,No,No,3.48,Front,2,Yes,774,13,2001,2,8,Verizon,Rarely,25,28,Mac,125,Yes,Business,125,7,7,0,532,13,0,20,Yes,7,31,1,6,Yes,3,No,20,7,Yes,Yes
Male,165,160,Junior,Yes,No,Yes,No,Yes,2.81,Front,2,Yes,189,18,1996,2,6,Verizon,Rarely,35,35,Windows,100,Yes,NonBusiness,50,1,4,20,650,20,0,1000,Yes,7,72,2,1,Yes,4,Yes,15,6,No,No
Female,165,145,Senior,No,No,No,No,Yes,2.89,Middle,2,No,2000,13,2009,1,5,USCellar,Rarely,24,26,Windows,120,No,NonBusiness,100,2,14,5,3000,120,100,1,Yes,6,3,2,2,Yes,5,Yes,55,4,Yes,No
Female,118,125,Junior,Yes,No,No,Yes,No,3.6,Front,3,Yes,418,NA,2004,3,3,Sprint,Rarely,30,32,Windows,100,No,NonBusiness,8,2,3,0,100,30,40,0,Yes,7,19,1,4,Yes,2,NotVote,2,5,No,No
Female,140,125,Sophmore,Yes,Yes,No,No,Yes,3.7,Middle,3,Yes,813,13,2005,2,6,ATT,Occasionally,23,25,Windows,100,Yes,NonBusiness,200,5,3,0,-999,50,100,20,No,7,99,10,1,Yes,4,Yes,20,10,Yes,No
Female,137,135,Sophmore,No,No,No,No,Yes,4,Varies,8,Yes,635,16,2006,1,3,ATT,Often,26,28,Mac,100,No,NonBusiness,15,4,8,2,308.92,20,20,15,Yes,6,7,3,0,Yes,3,Yes,0,5,Yes,No
Female,125,112,Senior,No,No,No,No,Yes,3.2,Varies,3,Yes,1312,13,1999,2,3,USCellar,Rarely,27,29,Windows,110,Yes,Business,40,8,6,0,1500,100,0,5,No,7,12,4,1,Yes,3,Yes,0,6,Yes,Yes
Female,110,100,Sophmore,Yes,No,No,No,No,3.16,Front,2,Yes,869,15,2002,3,10,Verizon,Rarely,23,27,Mac,100,Yes,NonBusiness,100,3,3,0,999,15,0,15,Yes,9,27,10,1,No,3,Yes,0,5,Yes,No
Female,115,105,Junior,Yes,Yes,No,No,Yes,3,Back,4,Yes,1500,12,2005,3,15,ATT,Occasionally,25,29,Windows,120,Yes,Business,20,11,2,0,500,40,5,50,Yes,6,39,20,0,Yes,5,NotVote,6,5,Yes,No
Male,255,200,Junior,Yes,No,Yes,No,Yes,3.3,Front,2,Yes,300,14,1995,2,15,Verizon,Rarely,30,35,Windows,120,Yes,Business,30,4,5,0,-999,0,0,10,Yes,7,36,1,0,Yes,3,NotVote,0,15,Yes,No
Male,198,200,Sophmore,Yes,No,Yes,No,Yes,3.93,Middle,2,Yes,198,14,2008,0,6,Verizon,Rarely,25,27,Mac,120,Yes,Business,100,4,4,0,2000,10,0,30,Yes,8,57,1,0,No,4,No,0,5,Yes,Yes
Male,240,225,Senior,Yes,Yes,Yes,No,Yes,2.8,Varies,1,No,1,14,1993,2,10,Verizon,Rarely,28,30,Windows,120,No,NonBusiness,20,2,5,0,5000,0,0,0,Yes,9,99,20,1,Yes,4,NotVote,0,2,No,Yes
Female,100,94,Sophmore,No,No,No,No,Yes,3.6,Front,8,No,203,14,2004,1,1,ATT,Occasionally,26,28,Windows,75,Yes,Business,5,3,7,0,1600,0,0,30,Yes,6.5,8,1,3,Yes,3,NotVote,0,10,No,No
Female,130,125,Freshman,No,No,No,No,Yes,3.5,Back,3,No,307,14,2005,NA,NA,Verizon,Rarely,26,28,Windows,95,No,NonBusiness,90,8,14,0,-999,35,0,10,Yes,10,45,0,0,Yes,4,NotVote,0,25,Yes,No
Male,140,155,Sophmore,Yes,Yes,No,Yes,Yes,3.78,Middle,3,Yes,390,14,2000,2,5,Verizon,Rarely,27,31,Windows,110,No,NonBusiness,7,8,2,0,3500,15,0,15,No,7,72,0,3,Yes,3,Yes,2,3,No,Yes
Male,250,230,Junior,Yes,No,Yes,Yes,No,2.88,Back,3,No,1176,15,2009,2,14,ATT,Rarely,28,29,Windows,120,Yes,Business,70,2,10,0,-999,10,0,0,Yes,5,89,20,0,No,5,Yes,10,5,Yes,No
Male,190,175,Junior,Yes,Yes,No,No,Yes,3.22,Front,10,Yes,528,13,2005,1,8,ATT,Rarely,25,27,Mac,100,No,NonBusiness,5,6,5,5,500,20,0,50,Yes,7,38,5,2,Yes,4,Yes,0,7,Yes,Yes
Male,230,200,Junior,Yes,Yes,Yes,No,Yes,2.85,Middle,2,No,1466,15,2003,7,15,Verizon,Rarely,27,30,Mac,120,No,NonBusiness,100,12,5,0,68.73,0,0,10,Yes,7,78,50,0,No,5,No,0,12,Yes,Yes
Female,101,100,Junior,Yes,Yes,Yes,No,Yes,3.55,Varies,5,Yes,740,15,2005,3,5,ATT,Occasionally,27,30,Mac,95,Yes,Business,250,8,0,5,1700,35,0,0,No,7,3,0,0,No,4,NotVote,0,0,Yes,No
Female,125,108,Sophmore,No,No,Yes,No,Yes,2.8,Front,3,Yes,480,13,1996,3,7,Verizon,Rarely,30,32,Mac,110,Yes,Business,50,5,2,1,4000,40,50,25,Yes,7,23,10,6,No,3,Yes,12,0,Yes,No
Female,120,115,Senior,No,No,Yes,No,No,2.54,Varies,5,No,521,12,2006,2,5,Verizon,Rarely,27,30,Windows,85,No,NonBusiness,10,1,5,30,34,50,0,5,Yes,8,2,2,4,Yes,4,Yes,15,3,No,No
Female,214,135,Senior,Yes,Yes,Yes,No,No,2.6,Middle,3,Yes,361,6,1998,0,1,USCellar,Occasionally,29,33,Windows,80,No,NonBusiness,50,0,0,0,999,0,0,3,Yes,6,52,6,3,Yes,3,Yes,9,6,No,No
Male,160,160,Junior,Yes,No,Yes,Yes,Yes,3.63,Middle,2,Yes,1,13,1996,3,6,USCellar,Occasionally,26,32,Mac,95,No,NonBusiness,10,8,12,1,999,0,10,0,Yes,6,23,6,0,Yes,3,No,20,15,Yes,Yes
Male,175,177,Senior,No,No,Yes,No,No,2.83,Middle,1.5,No,343,17,1995,7,12,Verizon,Rarely,27,29,Mac,115,Yes,Business,20,0,4,3,490,0,90,100,Yes,6,77,3,20,Yes,4,NotVote,17,3,No,No
Male,195,195,Sophmore,Yes,No,Yes,No,Yes,2.36,Back,3,No,300,NA,1994,1,12,Verizon,Rarely,25,30,Windows,110,Yes,Business,50,0,8,0,-999,5,100,30,Yes,8,40,2,1,No,2,No,20,2,No,No
Male,130,140,Junior,Yes,No,Yes,No,Yes,3.02,Front,2,No,300,17,1997,3,5,Sprint,Rarely,30,33,Windows,125,Yes,Business,30,3,3,2,-999,11,0,100,Yes,7,19,4,0,No,3,NotVote,15,2,No,No
Male,175,180,Senior,No,No,No,No,Yes,3.27,Front,3,Yes,650,13,1997,3,8,Verizon,Rarely,28,30,Windows,112,Yes,NonBusiness,50,3,16,1,-999,5,0,0,Yes,7,98,10,5,Yes,4,NotVote,25,7,Yes,Yes
Female,128,120,Junior,Yes,No,No,Yes,Yes,3.51,Back,4,Yes,840,12,2001,1,1,Verizon,Occasionally,22,28,Mac,105,No,NonBusiness,27,5,10,4,999,30,0,7,No,5,84,3,3,Yes,4,No,23,12,No,No
Male,135,160,Sophmore,Yes,No,Yes,Yes,Yes,3.52,Middle,4,Yes,779,13,2003,2,4,Verizon,Rarely,25,28,Windows,110,Yes,Business,55,8,2,3,999,15,100,80,Yes,7,35,0,1,No,4,No,0,5,Yes,Yes
Male,180,195,Junior,No,Yes,Yes,No,No,3.2,Back,2,Yes,1018,15,1996,2,10,Verizon,Rarely,25,26,Windows,110,Yes,Business,20,5,15,3,1995,15,100,20,No,5,19,12,2,No,5,NotVote,0,10,Yes,No
Male,180,175,Junior,No,No,Yes,No,Yes,3.4,Middle,2.5,Yes,250,12,2007,2,12,Verizon,Rarely,30,33,Windows,125,Yes,Business,75,8,3,2,10,15,0,30,Yes,8,41,7,0,No,3,NotVote,20,10,Yes,Yes
Male,175,163,Junior,No,No,No,No,No,2,Middle,24,No,300,13,1994,2,12,Verizon,Rarely,40,40,Mac,136,No,NonBusiness,25,0,6,2,1236,10,100,0,Yes,6,10,2,4,Yes,4,No,35,8,No,No
Male,220,185,Sophmore,Yes,No,No,No,No,3.4,Middle,2,Yes,150,18,1996,NA,NA,ATT,Rarely,30,35,Mac,85,No,NonBusiness,10,8,6,0,850,15,0,5,Yes,9,36,10,3,No,3,NotVote,0,1,No,No
Male,170,170,Junior,No,No,Yes,No,Yes,3.3,Front,0.5,Yes,300,NA,2000,2,8,Verizon,Rarely,30,35,Windows,120,Yes,Business,5,3,2,0,500,13,0,40,Yes,8,76,10,0,No,4,NotVote,14,4,No,No
Female,132,140,Sophmore,No,No,No,No,Yes,3.93,Middle,3,Yes,500,15,2007,3,6,ATT,Occasionally,24,29,Windows,100,No,NonBusiness,50,4,5,1,3500,12,60,1,Yes,8,86,4,0,No,4,NotVote,10,0,Yes,No
Male,173,185,Sophmore,Yes,No,Yes,No,Yes,3.89,Middle,3,Yes,400,12,2002,3,8,ATT,Rarely,26,28,Mac,115,Yes,NonBusiness,100,8,15,0,120,12,0,50,No,7,93,2,0,Yes,4,NotVote,0,10,Yes,No
Male,185,180,Sophmore,Yes,No,Yes,No,Yes,2.65,Middle,3.5,Yes,590,12,2000,2,10,Verizon,Rarely,26,29,Mac,95,No,NonBusiness,50,6,4,0,999,18,0,0,No,8,23,1,0,No,5,NotVote,0,3,Yes,Yes
Female,145,130,Junior,No,No,No,No,No,2.3,Middle,1,No,825,14,2008,3,7,Verizon,Rarely,26,30,Windows,90,No,NonBusiness,25,6,0,1,90,30,0,5,Yes,8,22,5,3,Yes,4,Yes,0,5,Yes,Yes
Female,121,115,Sophmore,No,Yes,Yes,Yes,No,3,Varies,3,No,625,15,1996,5,7,Verizon,Occasionally,25,27,Windows,105,Yes,NonBusiness,50,10,20,0,500,50,75,0,Yes,5,79,10,1,No,3,Yes,0,10,Yes,No
Female,97,97,Sophmore,No,No,No,No,Yes,3.3,Middle,3,Yes,550,17,2007,1,1,Verizon,Rarely,24,25,Mac,110,No,NonBusiness,100,5,10,0,-999,10,0,0,Yes,5,77,0,0,Yes,4,No,0,80,Yes,No
Female,124,118,Junior,Yes,Yes,Yes,No,No,3.1,Middle,2,Yes,1479,13,2003,3,8,Verizon,Rarely,28,35,Windows,105,No,NonBusiness,50,3,6,0,50,120,0,20,Yes,6,65,12,8,Yes,3,No,6,8,Yes,No
Male,160,175,Junior,Yes,No,Yes,No,Yes,3.63,Middle,3,Yes,675,16,1996,4,8,USCellar,Rarely,28,32,Windows,110,No,NonBusiness,10,8,10,0,4100,0,0,0,Yes,7,23,8,1,No,4,No,20,4,No,No
Female,150,140,Junior,No,No,No,No,No,3.2,Front,6,No,659,14,2002,2,5,Verizon,Rarely,25,27,Mac,110,No,NonBusiness,30,9,2,3,50,200,0,0,No,7,52,0,0,Yes,3,NotVote,0,1,Yes,No
Male,142,150,Junior,No,No,Yes,Yes,Yes,3.71,Varies,3,Yes,400,15,2007,2,6,Verizon,Rarely,22,25,Windows,102,Yes,Business,50,2,3,60,3000,0,0,5,Yes,7,42,1,8,No,4,Yes,25,8,No,Yes
Male,180,150,Sophmore,No,No,No,No,Yes,3.2,Middle,1,Yes,300,14,1994,3,8,Verizon,Rarely,35,35,Windows,127,Yes,Business,35,4,4,0,675,0,100,60,Yes,7,23,15,10,Yes,3,NotVote,10,7,Yes,Yes
Female,120,115,Junior,No,No,Yes,No,Yes,3.7,Front,2,Yes,490,16,2007,2,4,ATT,Rarely,26,27,Mac,90,Yes,Business,25,8,21,2,-999,70,0,50,Yes,6,46,10,4,Yes,3,No,0,10,Yes,No
Male,155,155,Sophmore,No,Yes,No,No,Yes,3.01,Front,3,No,1124,12,1999,3,8,Verizon,Rarely,24,26,Windows,118,No,NonBusiness,101,2,5,0,1000,12,25,20,Yes,6,84,8,2,No,5,No,0,14,Yes,Yes
Female,125,125,Freshman,No,No,Yes,Yes,Yes,4,Front,3,Yes,300,15,2000,NA,NA,ATT,Rarely,25,27,Mac,90,No,NonBusiness,5,2,5,40,-999,13,0,0,Yes,7,94,0,3,Yes,2,No,0,1,Yes,Yes
Male,150,150,Junior,No,No,Yes,No,Yes,2.8,Middle,2,Yes,644,14,1996,3,7,Verizon,Rarely,29,31,Windows,100,Yes,NonBusiness,25,5,0,4,95,16,40,20,Yes,7,95,15,1,Yes,3,Yes,15,4,No,No
Female,125,120,Junior,Yes,No,Yes,No,Yes,2.7,Middle,1.5,No,1172,14,1990,2,7,Verizon,Occasionally,26,28,Mac,140,No,NonBusiness,300,7,5,0,986,25,75,0,No,6,40,2,10,Yes,4,Yes,0,5,Yes,No
Male,270,205,Junior,Yes,No,No,Yes,Yes,3.1,Front,10,Yes,522,13,2006,2,3,Verizon,Rarely,26,28,Windows,102,No,NonBusiness,100,6,20,0,-999,30,0,20,No,7,3,10,4,Yes,4,Yes,0,5,Yes,Yes
Male,160,180,Junior,No,No,Yes,No,No,2.65,Back,3,No,948,15,1992,1,8,ATT,Occasionally,32,35,Windows,140,Yes,NonBusiness,50,4,1,5,-30,0,0,20,No,7,77,7,1,Yes,5,Yes,20,2,Yes,No
Male,162,158,Senior,Yes,Yes,Yes,No,Yes,2.2,Middle,2,No,744,15,2001,2,15,Verizon,Rarely,31,33,Windows,120,No,NonBusiness,4,7,1,3,999,11,0,0,Yes,8,89,2,2,Yes,4,No,15,4,Yes,Yes
Female,140,125,Sophmore,Yes,No,Yes,No,No,3.5,Front,4,Yes,495,18,2009,4,8,Verizon,Rarely,30,2,Windows,95,Yes,NonBusiness,150,10,5,0,79,20,0,0,No,6,63,4,4,Yes,3,No,10,20,Yes,No
Male,152,155,Junior,Yes,No,Yes,No,No,2.5,Front,1.5,No,200,17,1991,3,10,ATT,Rarely,35,36,Windows,105,Yes,Business,10,5,2,0,-999,15,25,20,Yes,8,74,5,4,No,5,No,0,4,No,Yes
Male,155,145,Junior,Yes,No,Yes,Yes,Yes,2.75,Middle,1,No,250,17,1996,3,5,USCellar,Rarely,26,28,Windows,105,Yes,Business,10,3,25,6,-999,10,50,5,No,7,88,3,0,No,3,No,20,1,Yes,Yes
Female,125,125,Sophmore,Yes,No,Yes,No,No,3.67,Middle,3,Yes,101,13,2003,2,7,Verizon,Rarely,25,26,Windows,95,No,NonBusiness,4,3,2,2,60,25,75,20,Yes,7,73,10,2,No,4,NotVote,16,5,Yes,No
Male,240,255,Senior,No,No,Yes,No,Yes,3.2,Middle,2,No,1,14,2004,2,14,Verizon,Rarely,28,30,Mac,120,No,NonBusiness,2,0,6,10,999,12,0,0,Yes,6,93,5,0,Yes,5,No,0,16,Yes,No
Female,150,140,Junior,Yes,Yes,Yes,No,Yes,3.32,Middle,2,Yes,743,15,2002,1,4,ATT,Occasionally,25,28,Windows,90,No,NonBusiness,100,1,7,0,200,15,0,4,Yes,7.5,52,1,8,Yes,4,NotVote,0,10,Yes,No
Male,155,165,Junior,Yes,No,Yes,No,Yes,2.8,Front,3,No,350,18,2005,4,3,ATT,Rarely,30,32,Windows,115,Yes,Business,3,6,4,15,300,12,0,0,Yes,7,72,16,2,Yes,4,Yes,15,6,No,No
Male,185,185,Junior,No,Yes,Yes,No,No,2.8,Front,2,Yes,875,15,2003,3,13,Verizon,Rarely,27,32,Windows,104,No,NonBusiness,50,5,6,1,1132,0,100,2,Yes,6,87,8,0,Yes,4,No,6,9,Yes,No
Female,140,110,Senior,Yes,No,Yes,Yes,Yes,3.8,Middle,2,Yes,284,17,1998,1,1,USCellar,Rarely,24,27,Mac,90,No,NonBusiness,5,8,0,0,8500,10,0,10,No,6,60,0,2,Yes,3,No,15,15,No,Yes
Male,145,160,Junior,No,Yes,Yes,No,Yes,2.7,Front,10,No,1000,12,2007,3,10,Verizon,Rarely,30,35,Mac,126,Yes,Business,10,7,6,0,567876.97,12,25,0,Yes,7,45,5,1,Yes,4,Yes,0,3,Yes,Yes
Male,182,175,Junior,No,Yes,Yes,No,No,2.5,Middle,2.5,No,730,14,2003,3,9,Verizon,Rarely,27,28,Mac,110,No,NonBusiness,15,8,9,2,1500,13,0,4,No,8,78,13,3,Yes,4,NotVote,0,3,Yes,No
Male,265,230,Junior,Yes,No,Yes,Yes,Yes,3.45,Middle,1,Yes,433,16,1992,1,3,Verizon,Rarely,23,26,Windows,110,Yes,Business,100,3,3,0,1345,0,0,5,Yes,7,29,3,1,Yes,2,No,0,0,Yes,Yes
Male,133,130,Junior,Yes,No,Yes,No,Yes,3.67,Middle,10,No,62,NA,2003,NA,NA,ATT,Rarely,28,30,Windows,100,No,NonBusiness,1,2,8,0,-999,9,35,0,No,6,27,3,0,No,1,No,0,4,No,No
Male,162,175,Junior,Yes,No,No,Yes,Yes,2.98,Middle,4,Yes,35,15,1999,1,4,Verizon,Rarely,21,26,Windows,110,Yes,Business,5,3,5,2,0.01,16,70,0,Yes,8,91,1,1,No,2,No,12,5,No,Yes
Male,143,143,Junior,No,No,No,Yes,Yes,2.97,Middle,10,No,814,21,2003,1,1,ATT,Occasionally,27,30,Windows,120,No,NonBusiness,40,7,10,11,1109,0,0,0,Yes,7,69,3,1,No,5,No,0,5,No,No
Male,140,150,Sophmore,No,Yes,Yes,No,Yes,3.22,Middle,3,No,440,14,2006,3,15,Verizon,Rarely,28,30,Windows,105,No,NonBusiness,50,6,1,1,-999,0,25,0,Yes,8,34,12,0,Yes,4,Yes,0,4,Yes,No
Female,145,130,Sophmore,Yes,No,No,Yes,Yes,3,Middle,20,Yes,676,16,2008,1,1,USCellar,Often,25,26,Windows,100,No,NonBusiness,250,2,1,0,-999,0,0,0,Yes,7,37,5,6,Yes,5,Yes,15,5,No,Yes
Female,130,125,Junior,Yes,Yes,Yes,No,Yes,3.02,Front,1,Yes,975,15,2004,3,5,Verizon,Rarely,27,29,Windows,95,Yes,Business,10,10,4,0,500,150,0,15,Yes,7,64,15,3,No,3,No,0,4,Yes,No
Female,115,115,Sophmore,No,No,Yes,No,No,2.75,Middle,0,Yes,236,16,2008,1,2,USCellar,Rarely,26,28,Windows,133,Yes,NonBusiness,25,6,1,40,-999,80,0,0,Yes,8,33,4,1,Yes,4,No,0,15,No,No
Female,150,130,Sophmore,Yes,No,No,No,No,3.2,Front,1,Yes,175,16,2004,4,7,Verizon,Rarely,27,27,Windows,95,No,NonBusiness,15,3,14,3,500,20,0,25,Yes,6,75,5,2,No,3,Yes,27,2,Yes,No
Female,130,115,Sophmore,Yes,Yes,Yes,Yes,No,3.3,Front,5,Yes,1200,16,2007,2,4,Sprint,Occasionally,28,29,Mac,90,Yes,Business,30,8,3,0,-999,60,0,5,Yes,8,55,4,2,No,4,No,0,10,Yes,Yes
Male,154,150,Junior,No,Yes,Yes,No,No,3.01,Front,2,Yes,273,14,2001,3,12,ATT,Rarely,24,28,Windows,100,No,Business,50,8,3,5,999,10,0,20,Yes,6,7,2,9,Yes,4,Yes,14,10,Yes,Yes
Male,225,240,Junior,Yes,Yes,Yes,Yes,Yes,1.6,Middle,2,No,837,16,2005,4,10,USCellar,Rarely,28,30,Mac,120,No,NonBusiness,20,5,5,1,999,10,50,1000,Yes,9,87,5,2,Yes,2,No,0,20,Yes,No
Female,200,130,Sophmore,Yes,No,No,No,No,3.39,Front,4,Yes,177,13,2005,1,5,ATT,Occasionally,26,28,Windows,95,No,NonBusiness,50,1,2,0,432,25,0,5,No,7,92,5,15,No,3,Yes,8,30,Yes,No
Male,145,145,Junior,Yes,No,Yes,No,Yes,2.77,Front,1,Yes,266,17,1999,1,3,Sprint,Rarely,25,30,Windows,110,Yes,Business,4,2,6,0,1200,10,50,300,Yes,8,10,22,7,No,4,NotVote,0,5,Yes,No
Female,150,130,Junior,Yes,No,No,No,No,3.25,Front,1.5,Yes,772,17,2006,1,4,Verizon,Rarely,27,29,Windows,110,Yes,NonBusiness,100,2,6,12,50,30,0,20,Yes,7,75,3,5,No,3,NotVote,0,5,No,No
Female,150,135,Junior,Yes,No,Yes,No,No,3.4,Front,2,Yes,146,14,1997,1,2,ATT,Occasionally,23,25,Windows,90,No,NonBusiness,3,0,1,0,1500,15,0,0,Yes,8,43,7,2,Yes,3,Yes,20,8,Yes,No
Female,137,130,Sophmore,Yes,Yes,No,Yes,No,3.75,Front,20,Yes,900,4,1999,1,4,Verizon,Occasionally,28,30,Windows,100,No,NonBusiness,25,6,5,0,25,0,0,20,Yes,7,39,1,0,No,4,Yes,0,9,Yes,No
Male,145,165,Sophmore,Yes,No,No,No,No,3.2,Back,3,Yes,640,15,1997,3,5,Verizon,Rarely,28,31,Windows,135,Yes,NonBusiness,15,1,10,0,4000,12,75,0,Yes,7,85,0,6,No,4,Yes,0,1,No,No
Female,130,115,Senior,No,No,Yes,No,Yes,3.34,Front,2,Yes,650,14,2000,2,6,Verizon,Rarely,27,30,Windows,95,No,NonBusiness,75,4,2,0,2000,10,40,5,No,6,41,4,3,Yes,3,Yes,15,10,Yes,No
Male,225,210,Senior,No,No,No,Yes,No,3.42,Middle,2,No,1248,16,2002,3,6,ATT,Rarely,25,28,Windows,100,Yes,Business,5,8,5,4,-999,20,0,4,Yes,7,83,1,5,Yes,3,Yes,42,5,Yes,No
Female,135,125,Junior,Yes,No,No,Yes,Yes,2.75,Front,2,No,1500,13,2007,NA,NA,Verizon,Rarely,24,27,Mac,100,Yes,NonBusiness,5,7,10,0,60,15,0,10,No,7,33,2,5,No,4,No,0,5,No,Yes
Female,135,120,Sophmore,Yes,No,Yes,No,Yes,3.78,Middle,1,Yes,602,12,2004,1,5,USCellar,Rarely,23,25,Mac,95,No,NonBusiness,50,7,6,0,5000,70,0,0,Yes,7,18,0,0,No,3,No,0,6,Yes,No
Female,170,160,Junior,Yes,No,Yes,No,Yes,2.01,Middle,3,No,446,NA,2003,NA,NA,Verizon,Rarely,25,27,Windows,70,Yes,Business,20,0,7,0,-999,30,100,40,Yes,6,92,2,0,No,4,Yes,0,0,Yes,Yes
Female,115,105,Junior,Yes,No,No,No,Yes,2.09,Front,1.5,No,300,15,2001,1,4,ATT,Rarely,33,35,Windows,120,Yes,Business,30,1,0,10,300,45,100,5,No,4,98,2,45,Yes,3,NotVote,40,2,Yes,No
Female,120,115,Sophmore,No,No,Yes,No,No,3.23,Middle,2,Yes,468,13,1998,1,7,USCellar,Rarely,1,28,Windows,95,No,NonBusiness,20,3,4,0,1500,0,0,15,No,6,61,3,0,Yes,4,NotVote,30,3,No,No
Male,175,195,Junior,Yes,No,No,Yes,Yes,3.2,Back,8,No,556,15,2004,1,3,ATT,Rarely,28,29,Mac,140,Yes,Business,20,8,10,0,1600,15,10,20,Yes,7,97,4,0,No,3,No,0,3,Yes,Yes
Male,135,145,Junior,No,No,Yes,Yes,Yes,3.09,Front,8,Yes,392,20,2009,1,3,ATT,Occasionally,23,30,Mac,105,No,NonBusiness,25,0,8,1,999,0,0,7,Yes,5,93,1,3,Yes,4,No,0,4,Yes,No
Male,195,215,Junior,No,Yes,No,No,No,3,Middle,2,No,1500,13,2005,3,9,ATT,Rarely,30,33,Windows,180,Yes,Business,10,9,16,1,-999,20,100,60,Yes,7,47,10,1,Yes,5,NotVote,20,11,Yes,Yes
Male,140,145,Junior,No,No,Yes,No,Yes,3,Middle,3,Yes,750,13,2004,3,8,Sprint,Rarely,30,35,Windows,152,Yes,NonBusiness,20,5,3,0,-999,1,0,0,Yes,8,82,4,0,Yes,5,NotVote,0,4,Yes,Yes
Male,170,170,Senior,Yes,No,Yes,No,Yes,3.48,Middle,8,No,300,15,2006,2,6,Verizon,Rarely,28,30,Windows,170,No,NonBusiness,30,5,8,0,-999,17,100,0,No,7,58,2,2,Yes,5,NotVote,0,1,No,No
Female,135,125,Junior,No,No,Yes,No,Yes,2.7,Back,4,No,531,18,2007,3,5,ATT,Occasionally,27,30,Mac,100,No,NonBusiness,100,7,4,0,-999,45,0,25,Yes,9,17,5,4,Yes,4,Yes,20,3,Yes,Yes
